ID,frase_es,frase_sh,dominio,fecha,origen
200,"Kunki apenas tuvo la flauta de venado en sus manos, escapó volando al monte, transformándose así en el pájaro flautero","Kunkikia japa pinkiuiri achikian nanak pisarmiayi, nui weak chinki najanar wemiayi",Literario,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
201,GUÍA PEDAGÓGICA DE USO DE MICROPROGRAMAS EDUCATIVOS ESPAÑOL SHUAR,PENKER UNUIMIARTINIA NEKA JINTIA APACH SHUAR,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
202,Ministerio de Educación,Mash Unuimiata Untrinmaya,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
203,Secretaría de Educación Intercultural Bilingüe y la Etnoeducación SEIBE,"Iniu Nekamu, Jimiará Chicham Chichau tura Mukusa Aents Unuimiatai SEIBE",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
204,Coordinadora de Medios Comunitarios Populares y Educativos del Ecuador CORAPE,Mashiniu Irutkamu Unuimiamu Ekuaturnumia CORAPE,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
205,Fondo de las Naciones Unidas para la Infancia UNICEF,"Chikich Nunkanmaya Iruntramu, Uchi Áma Chichampruinia UNICEF",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
206,"El texto no ha sido editado según los estándares oficiales que rigen las publicaciones de UNICEF, por lo tanto UNICEF como sus aliados no asumen ninguna responsabilidad por posibles errores","Ju papikia umiatsui timiatrusar najana amuamunam, chikich nunkanmaya iruntramu uchi Áma chichampruiniajai Neashma yajauch najanamuitkiuinka iikia itiurkashtatji",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
207,PRESENTACIÓN,INIAKMAMU,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
208,Los programas radiales han sido desarrollados para promover el uso de las lenguas de los distintos pueblos y nacionalidades indígenas de nuestro país,"Najanatniun iniakma tampurnumani jiantiamuka tarimiat antes ajinia nú, ni chichamek aujmatki wearat tusa emkamuiti",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
209,"Los acompañan estas guías pedagógicas, las cuales brindan pautas para utilizar estos recursos auditivos en el aula, y en ese sentido han sido desarrolladas para que puedan ser aplicadas en toda la comunidad educativa del Sistema de Educación Intercultural Bilingüe","Unuimiatnum tampurnumani antutai penker unuimiartinia jintia, nemárainiawai, tuma asamtai irutkamunam, tarimiat aents unuimiatainiam emka árat tamaiti",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
210,"sin embargo, se recomienda que estas guías sean adaptadas en función de las características del grupo o nivel educativo con el que se trabaje la actividad, así como de las necesidades locales de cada institución educativa","Túrasha unuimiatainmanka, warí uwijiai takakmanea juu jimtiamuka, irkari, irutkamu utsumamuri iawai",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
211,"Invitamos a docentes, maestras y maestros comunitarios a utilizar los microprogramas de radio en sus clases y a promover su uso en las familias y, de esta manera, generar reflexiones sobre la importancia de la cultura","Ipiamaji tarimiat aents unuimiatai unuikiatin ainia nu, najanatin iniakmamunam, aujsatniun ikiakartinian, nuni ii pujutairin paant amasataji",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
212,"El presente material fue elaborado por la Coordinadora de Medios Comunitarios Populares y Educativos de Ecuador (CORAPE), la Secretaría de Educación Intercultural Bilingüe y la Etnoeducación y Educa Contigo, con el apoyo del Fondo de las Naciones Unidas para la Infancia","Juu takatka metekrar najantai anaikiamu tampurnumani jintiamu unuimiatnanusha Ekuaturnumia (CORAPE) najanayaiti; aintsank Tarimiat Aents Unuimiatai Uuntrisha, tura Amijaink Unuimiarta tama, Aintsank yaja nunkanmaya kuitian amuchin ainia nu, kuitjiai yainkiaru ainiawai",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
213,Prácticas de crianza,TSAKAKMAMU NAJANIN,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
214,El embarazo y nacimiento,AJAPRUKU TURA AKINIAMU,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
215,OBJETIVO,ENENTAIMMIANUM JEAMU,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
216,"Escribir una de las recetas de alimentos consumidos durante el periodo de gestación, como por ejemplo la sopa de malanga, usando vocabulario propio de la nacionalidad Shuar",Ajaprukmanum wari apatuk yuawait nuna aarman takustiniaiti; Sankujai tuump najanamu iniamawai,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
217,POBLACIÓN,AENTS NÚKAP MÁTSATKA,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
218,Esta guía puede ser aplicada en toda la comunidad educativa del Sistema de Educación Intercultural Bilingüe,Ju jintiaka mashi tarimiat aents unuimiatainiam najánamin ainiawai,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
219,El docente podrá hacer las adaptaciones necesarias dependiendo de las características del grupo con el que trabaje la actividad,Tura unuikiartinsha iruntramu iisar yapajiamin ainiawai,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
220,EXPLICACIÓN,JINTIAMU,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
221,"A partir de los contenidos presentados en el programa radial el embarazo y nacimiento, se desarrollará esta actividad puntual sobre la receta de la sopa de malanga, la cual es mencionada como un alimento muy nutritivo para las mujeres embarazadas","Ajapruku tura akiniamunmaya aujmatmaka nekas sanku tuump najamanu, nua ajaprukunam kakarmak ati tusar aujmatmaiti",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
222,"Con esta actividad se pretende reforzar el conocimiento sobre la diversidad alimenticia para las madres durante el periodo de gestación, así como la práctica del vocabulario en lengua shuar al elaborar la receta (malanga-sanku)",Nuni takat nájankurkia nuran ikiakaji nua ajaprukmatai warí apatkuna yuatniuit,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
223,MATERIALES Y RECURSOS,IMIATKIN WARINKISH TAKAKMA,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
224,Para esta actividad se necesitará,"Takat najanataj takurkia, ju utsumnawai",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
225,Malanga,Sanku,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
226,Cartel con receta,Papinium aarma takustin,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
227,Marcadores,Yakatai,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
228,ESTRATEGIAS PEDAGÓGICAS,PENKER UNUIMIARTINIAN NEKA,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
229,Paso uno,Nankámatai chikichik,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
230,Empiece la actividad mostrando una malanga y preguntando a los y las participantes si saben qué es y qué se hace con ella. Complemente la participación explicando que es un tubérculo muy nutritivo usado en la elaboración de una sopa para alimentar a las madres después del parto por ser muy nutritiva y que por eso se recomienda para todas las personas,Pachiniania iniaktusaram inintrusta sankun nekaniawash tura nujaisha itiurtain. Tuma asamtai sanku tuimiamuka tii iniashi yaimniuiti nua uchin jurermanum,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
231,Paso dos,Nankámatai jimiar,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
232,Explique que en esta actividad escribirán la receta de la sopa de malanga,Juinkia sanku tuimiamu itiurtain aarman takustiniaiti,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
233,Paso tres,Nankámatai menaint,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
234,"Presente un cartel con la receta de la sopa de malanga a medio terminar, es decir, en la que faltan algunos de los pasos para su realización y complétela tomando en cuenta la participación de las y los asistentes","Uunt papiniun sanku tuimiamu aarma turasha amukchamu iniakmamsam, pachinianiajai inintrusam mashi ejerata",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
235,Paso cuatro,Nankámatai aintiuk,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
236,Repase las palabras aprendidas en el programa radial,"Chicham unuimiarma, tuntuinmani jintiamu unuimiatrata",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
237,CIERRE Y CONCLUSIONES,AMUAMU,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
238,"Para concluir la actividad, pida a los y las participantes que escriban la receta en sus cuadernos y que la lleven a su casa, para que puedan hacer el plato y compartirlo en familia","Juu takat amuktasan, pachinkiarun aarma takusma nii papirin aarar jea jukiarti, ni jeen jeawai nunak najanawar nii shuarnak ajamsarat tusa",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
239,Resalte el uso adecuado del nuevo vocabulario aprendido durante la actividad,Turam yamaram chicham unuimiarma paant ewekamkata,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
240,Estimulación temprana y crianza,EMKA UTSUKMA TURA TSAKAKMAMU,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
241,Escribir un canto ancestral en shuar para el cuidado del bebé,"Nampet kuirach wainkiatin, Shuar chichamjai arrma takustin",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
242,"A partir de los contenidos presentados en el programa radial Estimulación temprana y crianza, se escribirá un canto ancestral en lengua shuar, como una forma de fortalecer el vínculo afectivo de la mamá y el bebé","Emka utsukma tura tsakakmamu, yamaikikia Shuar chichamjai nampesma, nuku uchirijiai anenaiyamu atiniaiti",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
243,"Con esta actividad se pretende reforzar las prácticas culturales que ayudan en el proceso de crianza del bebé y, además, revivir estos conocimientos por medio de los cantos escritos en lenguaje propio de la nacionalidad Shuar","Nuni najanki weakrikia ii pujutairi pant ewekasmsataji. Aitki weakrikia ii chichamesa, ii nampetairisha paant ikiakaki wetatji",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
244,Para esta actividad es necesario lo siguiente,"Takat najanataj takurkia, ju utsumnawai",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
245,Grabadora o reproductor de audio,"Chicham enketai, antutai",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
246,Una cartulina,Papi wankaram,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
247,"Con la ayuda de una grabadora, reproduzca el audio de un canto en lengua shuar para el cuidado del bebé y pregunte: ¿reconocen este canto? ¿conocen otros cantos para cuidar a los bebés? ¿para qué sirve cantar a los bebés?","Chicham enketaijiai Shuar nampet antumtikiam, inintrusta nampetan nekawash. Chikich nampetan kuirach wainkiatin nekainiawaish. Urukamtai kuichisha nampersatniuit nu inintrusarta",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
248,Explique que en esta actividad van a escribir un canto para el cuidado del bebé en lenguaje propio de la cultura Shuar,Yamaikia jitiata chikich nampet kuirach wainkiatin nampetan aararti,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
249,"Pida a los y las participantes que se reúnan en grupos, escojan el canto que más les guste y lo escriban en lengua shuar, en una cartulina","Yamikia utuakam, Shuar nampet wakeramu uunt papinium aararti",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
250,"Para finalizar, pida al grupo que comparta el canto escogido con los otros grupos. Recuerde el uso adecuado del nuevo vocabulario aprendido en esta actividad","Juu takat amuktasan, nampet tuakmanum aarma wakeramu iniakmasrum, yamaram chicham nekámu iniakmastarum",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
251,Mis primeros pasos de vida de 1 a 2 años,"YAMA WEKARA, IWIAKMARI CHIKICHIK UWI JUARKI JIMIARA UWI EJEKA",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
252,Realizar una actividad lúdica para descubrir los elementos del entorno natural a través del uso de los sentidos,"Ayash nekapmatjai, nakurushim takat najanma",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
253,"A partir de los contenidos presentados en el programa, se desarrollará esta actividad en la que se usarán los sentidos, ya que mediante estos los más pequeños despiertan su curiosidad por conocer el mundo que los rodea, experimentando con plantas y elementos del entorno cercano","Juarkur, ayash nekapmatjai, nakurushim tarimiat aents unuimiataijiai, nuni yama unuimiatan juarainia, nunka urukukit tusar nekátasa wakerin ainiawai araknum tura ayam irunainiajai takakmamu",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
254,Jardín o espacio natural cercano a la Institución,"Unuimiatai jea ayamash, ankant nakurutai atiniaiti",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
255,Un pañuelo para los ojos,Jii epentin tura shiik japimiatai takustiniaiti,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
256,Planifique la salida de los y las estudiantes al jardín o a un espacio natural cerca del Centro Educativo Comunitario Intercultural Bilingüe,"Unuimiatainiam ayamach, kukuj arakmanum turutskesh ankan amunam uchi unuimiainia ewekamtikiata",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
257,"Explique que en esta actividad realizarán un juego usando los sentidos para reconocer las plantas y otros elementos naturales presentes en el espacio escogido, para lo cual deberán vendarse los ojos con el pañuelo","juinkia nakurustatji ayash nekapmat tusam ujakaram, shiik japimiatai achikiam, jii nukukam warinkit tusam nekamtikiawarta",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
258,"Pida a las y los estudiantes que toquen la hoja de una planta o algún otro elemento natural, para que, mediante el sentido del tacto y con algunas pistas del o la docente o sus compañeros y compañeras, descubran lo que es, nombrando cada elemento con las palabras aprendidas en lengua shuar","Unuimiania warinkish nuka achimtikiawarta, turam ni aí turutskesh unuikiartin jintinki weanak, shuar chichamjai unuimiarma tiarti",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
259,"Para culminar con la actividad, realice una serie de preguntas para que los y las estudiantes cuenten su experiencia en este juego, enfatizando la importancia de la observación y el uso de sentidos en el aprendizaje","Juu takat amuktasan, unuimiainia nukap inintrusarta itiurak nekapeará nu nakurutaijaisha",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
260,"Destaque el nuevo vocabulario aprendido. Recuerde que en este ejercicio todas las sensaciones son válidas, por lo que será importante respetar las diferentes percepciones manifestadas por los y las estudiantes","Ichipsar iisam, ayash nekapmataijaisha, yamaram chicham unuimiarmasha imiat ewekamsar jintiatniuiji. Aintsank unuimiainia jeamurijiai tuke arantuktiniaiti",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
261,Aprendamos jugando de 2 a 3 años,"JIMIARA UWI ACHIKAINIA MENAINJIAI, NAKURUSHIM UNUIMIAMU",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
262,Realizar la actuación de un cuento corto para desarrollar el gusto por la lectura a través del juego,Aujmatsamu sutarach aaram aujmamtiksam iista wakeruktimpiash,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
263,"A partir de los contenidos presentados en el programa radial Aprendamos jugando de 2 a 3 años, se desarrollará esta actividad de actuación de un cuento corto, en la que se posibilitará el desarrollo de la expresividad de los y las estudiantes, además de motivar el desarrollo de su autoestima","Tampurnumani chicham jintiamu nakurushim unuimiamu jimiará uwi takaku menaintiujai tamaka aujmatsamu sutarchijiai nurant ikiakaki weamu, nuran unuimiainia ímian kamsatin",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
264,"Un cuento corto (por ejemplo, La historia de Nunkui)",Aujmatsamu sutarach (Nunkui aujmatsamu),Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
265,Disfraz de acuerdo con los personajes,Aujmatsamunam pachinkiaru chikich iirkari ajastin,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
266,"Para iniciar esta actividad, empiece contando un cuento corto apropiado a la edad de las y los estudiantes","Uchi unuimiainia, aujmatsamu sutarach aujmatsata",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
267,Explique que en esta actividad realizarán la actuación del cuento y utilizarán las palabras aprendidas en shuar,"Juinkia aujmatsamu sutarach aumatsamun najanawarti, tura chicham yamaram unuimiki wearti",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
268,Divida en grupos a los y las estudiantes y pida que actúen mientras se van relatando las diferentes escenas,"Uchi unuimiainia jimiarnum nakararta, aujmatsamu sutarach etserna weamunam, nakumki wearti",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
269,"Repase, con los y las estudiantes, las palabras aprendidas en lengua shuar durante esta actividad, escribiéndolas en la pizarra",Nankámatai aintiuk: Chicham unuimiarma wankaram aakmatainiam aaki wearti,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
270,Culmine esta actividad pidiendo a los y las estudiantes que compartan su experiencia al actuar el cuento,"Juu takat amuktasan, uchi unuimiainia najanawaru ujanaiki wearti",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
271,Permita que expliquen su sentir y utilicen las nuevas palabras aprendidas en lengua shuar,"Timiatrus etserkarti, itiurá kapraraik, tura yamaram chicham nekawaru tiarti",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
272,El entorno comunitario,IRUTKAMU,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
273,"Elaborar una vasija con materiales naturales, como un elemento de identidad de la cultura Shuar",Ii uuntri yaunchu nuwejai ichinkian najanatin,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
274,"A partir de los contenidos presentados en el programa radial el entorno comunitario, se desarrollará esta actividad sobre la elaboración de una vasija, la cual es mencionada como elemento de identidad cultural y de uso diario como recipiente para servir los alimentos","Tampurnumani chicham jintiamu iruktamu nuwejai ichinkian najanatniun jintiawai. Juka imian ii uuntri yaunchu najanawaru, tuke tsawantin apatuk yuatniunam takámu",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
275,"Con esta actividad se pretende desarrollar técnicas de elaboración de vasijas, reivindicar este conocimiento ancestral y repasar el vocabulario shuar utilizado en este programa radial","Nuwejar warinkish najankurkia ii yaunchu warinia najan wearmia nu nekaki weartatui, aintsak ii chicheme yamaram ainia nu nekaki weartatui",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
276,Una fruta de tsapa,Tsapa neré,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
277,Un cartel con el proceso escrito en lengua shuar,Papi apunam itiurka najanamuit tusa ii chichamejai aarma atin,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
278,"Para iniciar esta actividad, pregunte a los y las estudiantes si conocen la planta de tsapa","Uchi unuimiainia, tsapan nekainiawash tusam inintrusarta",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
279,Presente el fruto y explique que no es comestible y que se usa solo para la elaboración de artesanías de identificativo cultural,"Yamaikia tsapa itiamu iniaktusam initiarinkia yuchatainti, iwiarkar nijiamanch umutainti, tura penkerach iwiarar iniakmatainti",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
280,Explique que en esta actividad realizarán una vasija siguiendo las instrucciones escritas en el cartel,Papi wankaram aarmanum ichinkian nuwejai najanamu jintiata,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
281,"Mientras se va haciendo la actividad, pida que mencionen los pasos que se van siguiendo y anote en la pizarra las nuevas palabras aprendidas",Tura yamaram chicham unuimiarma nekamtiki weta,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
282,"Para concluir con la actividad, pida a los y las estudiantes que practiquen en casa los pasos para elaborar una vasija, involucrando a los miembros de sus familias","Juu takat amuktasan, uchi unuimiainia nii jeenin nuwejai itiur ichinkian najantain nu iisam unuimiarta",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
283,Enfatice la importancia de mantener las tradiciones de la comunidad,Ii uuntri yaunchu najantairi armia nu kajinmatkashtiniaiti tiarta,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
284,HIJOS DEL COSMOS,UCHI MASH NUNKA,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
285,SOMOS HIJOS DEL COSMOS,UCHI MASHI NUNKANMAYAITJI,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
286,Reconocer los símbolos sagrados de la cultura Shuar a través de la realización de un dibujo para valorar los elementos propios de la nacionalidad,"Uunt najanin iwianaitin arutmamtin nekaniatin, nakumkar imiant amasatin",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
287,"A partir del contenido presentando en el programa radial somos hijos del cosmos, se desarrolla esta actividad que pretende que los estudiantes adquieran un conocimiento sobre los símbolos sagrados y su significado, fortalezcan la destreza manual necesaria para la realización de un dibujo y repasen las palabras en lengua shuar utilizadas en este programa","Tampurnumani chicham jintiamu uchi mashi nunkanmayaitji uchi unuimiainiaka iwianaitiai arutmamtikin nekatin ainiawai, nurantsa unuimiarma nakumkar, yamaram chicham wainkiamu nekawartiniaiti",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
288,Cartel con los símbolos sagrados de origen de la vida,"Papi wankarmanum Arutmamtin, iwiakmamtin juarma nakumkamu",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
289,Elementos del entorno,Warinkish yantamin aa,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
290,Inicie esta actividad preguntando a los y las estudiantes si conocen algún símbolo sagrado de los Shuar. Permita que expresen sus ideas y experiencias,"Takat juarkun uchi unuimiainiana nu inintrusarta iwianaitai arutmamtin nekainiawash, ninki etsarkarat tusam ikiukiarta",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
291,"Luego explique los símbolos más importantes, de acuerdo con la cosmovisión de la cultura Shuar",Nuyanka iwianaitai arantukma tii arantuka atiniaiti,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
292,Explique que en esta actividad van a realizar un dibujo de los símbolos sagrados,Yamaikia arutmamtin nakumkata,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
293,Promueva la creatividad en sus estudiantes para crear un símbolo propio,Nuran uchi unuimiania enentaimin,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
294,Presente el cartel con los símbolos sagrados en el que falten algunos nombres para que los estudiantes puedan completarlos,Papi wankarmanam iwianaitai arutmamtin najanamu amukma amukchamusha iniakmasam ejerarti tiarta,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
295,"Para concluir con la actividad, pida a los y las estudiantes que realicen el dibujo de uno de los símbolos, escriban su nombre y significado y lo lleven a casa, para que lo puedan compartir con sus familias","Juu takat amuktasan, uchi unuimiainia chikichkiniak arutmamtin nakumkatarum tiarta, turam naari armamtikiam, jea jukiar ni shuarijiain aumatas nekawarti",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
296,Sabias y sabios de la comunidad,IRUTKAMUNMAYA MASH NAKAU,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
297,"Identificar en un calendario las fases lunares para el sembrío, cuidado y cosecha de los productos de la cultura Shuar","Tsawant nekatainiam, warí nantutinia arak aramniait, tura timiatrusar iistin, nuya jukmaktin Shuara arakri nekatin",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
298,"A partir del contenido presentado en el espacio radial sabios y sabias de la comunidad, se desarrollará esta actividad en la que se identificarán, en un calendario, las fases lunares para sembrar, cuidar y cosechar los alimentos, que es un saber transmitido por parte de nuestros mayores","Tampurnumani chicham jintiamu irutkamunmaya mash nekau wari tsawantinia arakmaniuit, iistiniait, tura jukmaktiniait nuka neka atiniaiti, ukumai pampanki wininia asar jiatiatin ainiawai",Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
299,"Esta actividad pretende fortalecer el conocimiento ancestral de la relación de los astros con la siembra y la ubicación temporal según ciclos lunares, así como fomentar el uso de la lengua shuar",Ju takatka ii uuntri nekau ainia nu imiankaska musach araktinjiai timiatrus nekawar yamaram chichamjai unuimiaki weartiniaiti,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
300,Un calendario vivencial de la nacionalidad,Tarimiat antes tsawantri,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
301,Marcadores de diferentes colores,Yakatai nukap imtintri,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
302,Elementos del entorno,Yantamen warinkish irunu,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
303,"Para esta actividad, brinde información sobre los meses y las fases lunares de cada año",Ju takatnumka nekamtikiawarta uwi naturi,Educativo,01-06-2026,SEIBE - Secretaría de Educación Intercultural Bilingüe y la Etnoeducación
